Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
F,32,1164,59,2010-04-01,10:51:44.640000,50,2010-04-01,11:01:41.027000
M,44,0634,59,2010-04-01,10:52:01.077000,50,2010-04-01,11:01:33.447000
F,34,0983,59,2010-04-01,10:52:46.470000,64,2010-04-01,11:16:11
M,25,0306,31,2010-04-01,10:56:34.620000,13,2010-04-01,11:07:39.900000
F,23,0313,83,2010-04-01,10:57:48.233000,69,2010-04-01,11:09:50.103000
F,29,0548,23,2010-04-01,10:58:41.423000,27,2010-04-01,12:28:34.857000
M,37,0601,23,2010-04-01,10:58:55.613000,27,2010-04-01,11:15:03
F,32,0480,70,2010-04-01,11:01:23.947000,58,2010-04-01,11:12:39.170000
M,30,0443,70,2010-04-01,11:01:37.777000,58,2010-04-01,11:12:27.123000
F,35,1171,70,2010-04-01,11:01:55.933000,70,2010-04-01,11:27:07.220000
M,39,0917,61,2010-04-01,11:03:16.310000,76,2010-04-01,11:12:11.967000
F,52,0467,55,2010-04-01,11:05:01.033000,61,2010-04-01,11:32:26.077000
M,35,0347,54,2010-04-01,11:08:18.070000,21,2010-04-01,11:25:11
M,34,1035,31,2010-04-01,11:09:18,6,2010-04-01,12:28:18.727000
F,29,1031,37,2010-04-01,11:11:41.473000,51,2010-04-01,11:20:43.797000
M,68,0898,54,2010-04-01,11:14:02.813000,37,2010-04-01,11:17:50.303000
M,53,990004,3,2010-04-01,11:15:41.830000,82,2010-04-01,11:39:48.473000
M,30,0221,20,2010-04-01,11:21:28.940000,27,2010-04-01,12:28:34.903000
M,44,0500,70,2010-04-01,11:24:26.103000,66,2010-04-01,11:31:35.777000
M,40,0338,83,2010-04-01,11:25:05.247000,36,2010-04-01,11:34:22.347000
M,25,0825,31,2010-04-01,11:28:18.533000,27,2010-04-01,12:28:34.950000
F,29,0393,29,2010-04-01,11:30:23.363000,29,2010-04-01,11:34:20.147000
F,32,0851,54,2010-04-01,11:30:31,25,2010-04-01,12:31:15.150000
M,30,0677,54,2010-04-01,11:30:43,25,2010-04-01,12:31:15.197000
M,46,0862,59,2010-04-01,11:32:52.093000,60,2010-04-01,11:43:36.220000
M,32,0735,10,2010-04-01,11:33:57.613000,10,2010-04-01,11:37:20.217000
F,31,611,10,2010-04-01,11:34:09.410000,73,2010-04-01,12:05:31.573000
F,29,0985,29,2010-04-01,11:36:07,29,2010-04-01,11:39:31.890000
M,32,1084,10,2010-04-01,11:37:40.747000,73,2010-04-01,12:05:26.060000
F,29,0223,29,2010-04-01,11:37:44.840000,11,2010-04-01,11:45:02.787000
M,60,1156,53,2010-04-01,11:38:53.403000,69,2010-04-01,12:01:20.443000
F,45,0369,53,2010-04-01,11:39:08.263000,69,2010-04-01,12:01:13.383000
M,29,0854,77,2010-04-01,11:40:31.880000,75,2010-04-01,11:42:32.267000
M,22,0180,35,2010-04-01,11:41:10.233000,31,2010-04-01,11:45:20.130000
M,31,1147,17,2010-04-01,11:43:27.370000,78,2010-04-01,11:59:38.787000
M,30,0168,56,2010-04-01,11:43:34.547000,84,2010-04-01,11:52:15.423000
M,52,0536,42,2010-04-01,11:43:55.020000,42,2010-04-01,12:00:18.443000
M,32,0515,73,2010-04-01,11:47:51.803000,73,2010-04-01,11:51:18.840000
M,32,0668,73,2010-04-01,11:52:01.683000,49,2010-04-01,12:31:50.053000
M,53,0100,54,2010-04-01,11:52:12.607000,80,2010-04-01,12:31:17.043000
M,31,0593,12,2010-04-01,11:54:23.843000,74,2010-04-01,12:16:00.620000
M,29,0793,45,2010-04-01,11:54:28.687000,78,2010-04-01,12:35:38.423000
M,38,0636,1,2010-04-01,11:56:07,18,2010-04-01,13:25:16.713000
M,39,1022,76,2010-04-01,11:56:52.423000,61,2010-04-01,12:04:53.533000
F,31,0618,26,2010-04-01,11:57:37.753000,21,2010-04-01,12:03:45
F,29,0287,51,2010-04-01,12:01:02.340000,37,2010-04-01,12:08:30.007000
F,27,1043,26,2010-04-01,12:09:55.550000,21,2010-04-01,12:19:57
M,44,0051,66,2010-04-01,12:10:08.110000,83,2010-04-01,12:16:13.810000
M,42,0875,56,2010-04-01,12:13:56.677000,59,2010-04-01,12:52:03.080000
M,28,0591,10,2010-04-01,12:13:59.117000,35,2010-04-01,12:21:34.017000
M,59,0986,2,2010-04-01,12:15:00.977000,3,2010-04-01,12:21:47.157000
M,33,0298,76,2010-04-01,12:15:20.053000,69,2010-04-01,12:30:48.447000
M,33,0739,76,2010-04-01,12:15:44.117000,69,2010-04-01,12:30:48.493000
M,43,0879,17,2010-04-01,12:18:53.357000,4,2010-04-01,12:23:05.453000
F,32,0033,17,2010-04-01,12:20:25.060000,54,2010-04-01,12:47:11.093000
M,30,0688,17,2010-04-01,12:20:38.640000,54,2010-04-01,12:47:16.453000
M,42,1117,37,2010-04-01,12:21:28.090000,27,2010-04-01,12:35:26.047000
F,30,0218,70,2010-04-01,12:23:42.220000,27,2010-04-01,12:41:57.193000
M,32,0315,70,2010-04-01,12:23:56.597000,27,2010-04-01,12:42:00.040000
F,31,0376,59,2010-04-01,12:25:38.050000,79,2010-04-01,12:35:21.780000
F,59,0756,50,2010-04-01,12:26:47.960000,59,2010-04-01,12:32:19.730000
F,39,0539,26,2010-04-01,12:28:29.543000,22,2010-04-01,12:35:43.017000
M,38,0843,26,2010-04-01,12:28:43.937000,22,2010-04-01,12:35:57.423000
M,29,0008,58,2010-04-01,12:30:38.597000,36,2010-04-01,12:33:59.077000
M,21,1162,26,2010-04-01,12:32:24.493000,35,2010-04-01,12:41:06.647000
M,60,0286,62,2010-04-01,12:33:27.733000,76,2010-04-01,12:44:01.477000
M,44,0847,26,2010-04-01,12:33:29.997000,33,2010-04-01,12:39:51
F,45,0772,62,2010-04-01,12:33:38.857000,76,2010-04-01,12:42:42.100000
M,37,0551,70,2010-04-01,12:35:08.030000,54,2010-04-01,13:31:49.543000
M,26,0615,21,2010-04-01,12:35:16.610000,20,2010-04-01,13:04:46
M,28,0712,43,2010-04-01,12:36:02.580000,74,2010-04-01,12:47:09.970000
M,31,1055,71,2010-04-01,12:36:13.547000,71,2010-04-01,12:44:39.090000
F,27,0719,15,2010-04-01,12:37:12.393000,27,2010-04-01,12:46:30.403000
M,31,0578,70,2010-04-01,12:37:18.737000,54,2010-04-01,13:31:39.027000
M,57,0197,66,2010-04-01,12:37:38.863000,46,2010-04-01,12:48:51.780000
M,32,0484,73,2010-04-01,12:40:49.630000,70,2010-04-01,12:50:39.737000
F,31,0388,73,2010-04-01,12:41:06.477000,70,2010-04-01,13:09:30.507000
M,41,0205,49,2010-04-01,12:43:09.973000,19,2010-04-01,14:08:26.487000
M,36,0964,70,2010-04-01,12:43:26.820000,61,2010-04-01,12:56:10.337000
M,30,0289,34,2010-04-01,12:44:11.807000,71,2010-04-01,13:07:57.240000
M,24,0415,21,2010-04-01,12:44:55.213000,27,2010-04-01,12:53:07.177000
F,30,0294,81,2010-04-01,12:45:28.090000,70,2010-04-01,13:20:47.630000
M,36,0118,54,2010-04-01,12:46:05.420000,56,2010-04-01,12:52:20.217000
M,26,0043,35,2010-04-01,12:46:41.480000,31,2010-04-01,12:53:13.490000
F,29,0139,49,2010-04-01,12:47:48.567000,19,2010-04-01,14:05:18.353000
F,39,1159,66,2010-04-01,12:48:28.670000,46,2010-04-01,13:17:46.193000
F,24,0906,31,2010-04-01,12:48:31.110000,13,2010-04-01,13:01:03.200000
F,31,1116,21,2010-04-01,12:48:56.140000,26,2010-04-01,12:56:17.137000
F,51,0987,21,2010-04-01,12:49:06.970000,64,2010-04-01,12:59:50.973000
M,27,1193,13,2010-04-01,12:49:13.890000,16,2010-04-01,12:53:21.503000
M,30,0017,80,2010-04-01,12:54:28.160000,66,2010-04-01,13:00:58.140000
M,33,1044,69,2010-04-01,12:54:30.820000,80,2010-04-01,13:06:26.723000
M,33,0701,69,2010-04-01,12:54:43.803000,80,2010-04-01,13:06:24.320000
M,51,0553,3,2010-04-01,12:56:29.540000,53,2010-04-01,13:11:52.730000
F,27,0959,20,2010-04-01,12:56:36.680000,6,2010-04-01,13:17:48.517000
F,45,0934,81,2010-04-01,12:58:35.157000,53,2010-04-01,13:24:41.133000
M,60,1161,81,2010-04-01,12:58:47.643000,53,2010-04-01,13:24:22.773000
F,28,0852,81,2010-04-01,13:00:45.163000,31,2010-04-01,13:21:48.677000
F,28,0145,81,2010-04-01,13:01:08.383000,31,2010-04-01,13:21:07.677000
F,35,0743,73,2010-04-01,13:02:11.313000,66,2010-04-01,13:04:28.127000
M,26,0482,23,2010-04-01,13:06:31.367000,16,2010-04-01,13:19:50.933000
M,26,0374,2,2010-04-01,13:06:31.897000,31,2010-04-01,13:14:09.670000
M,50,0652,69,2010-04-01,13:07:16.163000,70,2010-04-01,13:25:07.790000
F,29,0873,26,2010-04-01,13:07:40.897000,4,2010-04-01,13:30:00.970000
M,37,0522,26,2010-04-01,13:07:54.270000,4,2010-04-01,13:23:29.790000
M,28,0687,74,2010-04-01,13:08:49.513000,15,2010-04-01,13:21:03.037000
F,38,0858,48,2010-04-01,13:09:00.773000,54,2010-04-01,13:13:05.900000
M,27,0736,17,2010-04-01,13:09:17.773000,81,2010-04-01,13:31:42.950000
F,48,0833,83,2010-04-01,13:09:31.373000,69,2010-04-01,13:15:57.187000
F,34,1026,81,2010-04-01,13:10:20.923000,26,2010-04-01,13:36:48.320000
M,37,1011,81,2010-04-01,13:10:32.953000,26,2010-04-01,13:36:39.930000
M,30,1165,54,2010-04-01,13:11:35.567000,83,2010-04-01,13:20:27.730000
F,32,0885,54,2010-04-01,13:11:47.303000,83,2010-04-01,13:19:34.400000
F,39,1001,22,2010-04-01,13:11:58.307000,27,2010-04-01,13:21:18.750000
M,36,0199,56,2010-04-01,13:12:08.210000,80,2010-04-01,13:37:24.603000
M,38,0508,22,2010-04-01,13:12:10.823000,27,2010-04-01,13:21:28.657000
M,34,1073,74,2010-04-01,13:15:38.420000,83,2010-04-01,13:20:54.123000
M,32,0678,61,2010-04-01,13:16:28.203000,70,2010-04-01,13:18:41.970000
M,33,1024,31,2010-04-01,13:17:10.297000,68,2010-04-01,13:28:43
M,47,0669,15,2010-04-01,13:17:34.453000,15,2010-04-01,13:49:19.147000
M,21,0770,30,2010-04-01,13:23:12.317000,74,2010-04-01,13:45:27.110000
F,35,0613,15,2010-04-01,13:23:45.663000,13,2010-04-01,13:30:41.047000
F,27,0944,15,2010-04-01,13:23:58.383000,13,2010-04-01,13:30:58.750000
M,31,0841,69,2010-04-01,13:25:14.010000,84,2010-04-01,13:28:55.347000
M,31,0802,7,2010-04-01,13:25:49.853000,11,2010-04-01,13:32:47.003000
M,32,0569,49,2010-04-01,13:28:11.030000,79,2010-04-01,15:07:10.440000
M,30,0889,32,2010-04-01,13:29:09.157000,5,2010-04-01,13:35:25.397000
F,31,0630,5,2010-04-01,13:31:45.713000,5,2010-04-01,13:35:11.833000
M,30,0818,54,2010-04-01,13:32:13.717000,20,2010-04-01,13:53:24.350000
F,27,0182,73,2010-04-01,13:33:20.437000,71,2010-04-01,13:58:10.580000
F,30,0379,73,2010-04-01,13:33:32.423000,71,2010-04-01,13:58:21.220000
F,39,0908,46,2010-04-01,13:33:35.797000,66,2010-04-01,13:55:33.420000
F,35,0514,59,2010-04-01,13:34:39.927000,79,2010-04-01,13:42:19.103000
M,51,0512,53,2010-04-01,13:35:25.570000,6,2010-04-01,13:48:08.257000
F,35,0831,59,2010-04-01,13:36:34.507000,59,2010-04-01,13:47:37.973000
F,31,0702,70,2010-04-01,13:37:05.820000,29,2010-04-01,14:46:20.290000
M,32,1109,70,2010-04-01,13:37:31.557000,29,2010-04-01,14:46:04.273000
M,35,0451,58,2010-04-01,13:38:14.013000,58,2010-04-01,14:00:09.917000
M,29,0558,78,2010-04-01,13:42:07.743000,69,2010-04-01,13:50:07.403000
M,31,1121,68,2010-04-01,13:42:29.263000,77,2010-04-01,13:46:45.973000
M,37,0462,68,2010-04-01,13:42:44.063000,77,2010-04-01,13:46:48.350000
M,32,0326,30,2010-04-01,13:45:26.283000,46,2010-04-01,13:54:36.260000
M,37,0146,11,2010-04-01,13:45:30.377000,20,2010-04-01,14:00:42.903000
M,32,0473,84,2010-04-01,13:47:04.050000,64,2010-04-01,13:52:04.143000
F,22,0840,28,2010-04-01,13:47:08.507000,33,2010-04-01,13:55:26.170000
M,41,0360,70,2010-04-01,13:47:18.973000,47,2010-04-01,14:04:10.430000
F,48,0894,69,2010-04-01,13:48:09.010000,80,2010-04-01,13:56:44.720000
M,36,0929,80,2010-04-01,13:48:20.463000,58,2010-04-01,13:55:55.670000
M,27,1134,82,2010-04-01,13:50:42.697000,55,2010-04-01,13:56:36.657000
M,46,0155,62,2010-04-01,13:51:25.057000,47,2010-04-01,14:18:47.180000
M,34,0755,1,2010-04-01,13:52:15.433000,18,2010-04-01,13:56:42.127000
F,31,0951,20,2010-04-01,13:52:36.660000,15,2010-04-01,14:22:53.967000
F,59,0564,59,2010-04-01,13:53:11.620000,60,2010-04-01,14:05:23.617000
F,34,1151,11,2010-04-01,13:54:02.777000,69,2010-04-01,14:25:56.813000
M,32,0638,20,2010-04-01,13:54:23.620000,15,2010-04-01,14:23:05.873000
M,37,0880,11,2010-04-01,13:54:29.420000,69,2010-04-01,14:26:04.487000
F,29,0191,60,2010-04-01,13:57:02.360000,30,2010-04-01,14:19:03.107000
M,54,0030,64,2010-04-01,14:00:59.200000,44,2010-04-01,14:07:49.513000
M,41,0570,53,2010-04-01,14:01:47.880000,53,2010-04-01,14:10:08.157000
F,23,0325,83,2010-04-01,14:02:37.110000,83,2010-04-01,14:12:41.107000
M,52,0020,29,2010-04-01,14:03:58.753000,30,2010-04-01,14:25:58.237000
M,57,1170,19,2010-04-01,14:04:46.100000,18,2010-04-01,14:23:43.433000
F,41,0562,59,2010-04-01,14:05:11.227000,27,2010-04-01,14:29:14.900000
F,26,0401,13,2010-04-01,14:06:18.497000,27,2010-04-01,14:17:32.463000
M,47,0857,67,2010-04-01,14:06:40.997000,23,2010-04-01,14:22:15.227000
M,32,0119,46,2010-04-01,14:09:23.300000,73,2010-04-01,14:18:41.637000
M,37,0627,34,2010-04-01,14:12:18.313000,37,2010-04-01,14:18:41.497000
M,31,1149,78,2010-04-01,14:12:22.627000,48,2010-04-01,14:20:04.950000
M,31,1063,49,2010-04-01,14:12:32.813000,61,2010-04-01,14:17:45.353000
M,26,1162,35,2010-04-01,14:14:31.677000,84,2010-04-01,14:31:27.320000
F,34,0383,44,2010-04-01,14:14:42.283000,59,2010-04-01,14:21:06.903000
M,28,0998,41,2010-04-01,14:16:03.537000,43,2010-04-01,14:22:31.193000
M,26,0567,31,2010-04-01,14:16:56.553000,1,2010-04-01,14:23:27.733000
M,54,0176,66,2010-04-01,14:19:34.260000,70,2010-04-01,14:28:06.567000
M,28,0016,84,2010-04-01,14:20:24.777000,69,2010-04-01,14:26:32.097000
F,32,0577,57,2010-04-01,14:20:51.423000,67,2010-04-01,14:40:08.783000
F,26,0766,57,2010-04-01,14:21:02.270000,67,2010-04-01,14:40:07.470000
F,23,1135,69,2010-04-01,14:23:24.290000,83,2010-04-01,14:29:47.917000
F,30,0472,71,2010-04-01,14:27:35.160000,71,2010-04-01,14:30:06.460000
F,23,0019,74,2010-04-01,14:27:58.053000,2,2010-04-01,14:47:08.387000
F,30,0220,71,2010-04-01,14:30:18.337000,74,2010-04-01,14:36:58.813000
F,27,0725,71,2010-04-01,14:30:30.710000,74,2010-04-01,14:37:22.563000
M,39,0149,77,2010-04-01,14:33:32.193000,56,2010-04-01,14:58:49.153000
M,25,0479,7,2010-04-01,14:34:23.417000,9,2010-04-01,14:44:36.223000
F,24,0474,7,2010-04-01,14:34:39.247000,9,2010-04-01,14:41:28.213000
M,35,1032,58,2010-04-01,14:35:42.480000,58,2010-04-01,16:49:30.497000
M,41,0824,4,2010-04-01,14:36:12.937000,4,2010-04-01,14:40:45.737000
F,31,0207,15,2010-04-01,14:36:13.763000,20,2010-04-01,15:00:53.860000
M,26,0860,1,2010-04-01,14:36:36.123000,2,2010-04-01,14:43:50.430000
M,32,0724,15,2010-04-01,14:36:42.670000,20,2010-04-01,15:00:28.127000
M,21,0822,64,2010-04-01,14:37:15.797000,84,2010-04-01,14:40:48.643000
M,29,0582,70,2010-04-01,14:39:31.127000,41,2010-04-01,15:09:50.323000
M,42,0715,27,2010-04-01,14:40:03.290000,37,2010-04-01,14:51:51.150000
F,26,0483,52,2010-04-01,14:40:45.277000,27,2010-04-01,15:07:51.253000
M,33,0216,52,2010-04-01,14:40:57.307000,27,2010-04-01,15:07:18.770000
M,41,0171,4,2010-04-01,14:41:08.973000,1,2010-04-01,14:49:36.780000
M,24,816,36,2010-04-01,14:45:11.460000,64,2010-04-01,14:52:05.617000
M,34,0940,19,2010-04-01,14:48:35.480000,12,2010-04-01,14:53:55.567000
M,46,1006,47,2010-04-01,14:51:46.093000,62,2010-04-01,15:05:42.953000
M,41,0924,34,2010-04-01,14:52:07.533000,27,2010-04-01,15:00:25.657000
M,25,0004,24,2010-04-01,14:55:10.723000,30,2010-04-01,15:03:25.210000
F,24,0535,24,2010-04-01,14:55:22.863000,30,2010-04-01,15:03:22.133000
M,24,0317,21,2010-04-01,14:56:12.803000,25,2010-04-01,15:16:35.137000
M,40,0839,71,2010-04-01,14:57:23.163000,80,2010-04-01,15:02:38.460000
M,35,0603,23,2010-04-01,14:59:15.590000,26,2010-04-01,15:04:13.843000
M,56,0099,4,2010-04-01,15:00:29.667000,4,2010-04-01,15:03:55.437000
F,22,0039,34,2010-04-01,15:03:42.530000,28,2010-04-01,15:14:18.507000
M,28,1083,40,2010-04-01,15:04:32.733000,36,2010-04-01,15:12:18.423000
M,56,0029,4,2010-04-01,15:05:02.220000,83,2010-04-01,15:20:33.680000
F,41,0429,27,2010-04-01,15:06:20.640000,31,2010-04-01,15:10:51.477000
M,46,0662,77,2010-04-01,15:06:55.003000,38,2010-04-01,15:21:18.260000
M,44,0367,77,2010-04-01,15:07:09.113000,38,2010-04-01,15:24:33.003000
M,29,0121,36,2010-04-01,15:09:12.180000,54,2010-04-01,15:13:34.427000
M,18,0722,57,2010-04-01,15:09:13.447000,64,2010-04-01,15:17:11.997000
M,35,0236,59,2010-04-01,15:10:42.990000,68,2010-04-01,15:19:17.453000
M,32,0961,79,2010-04-01,15:12:09.627000,80,2010-04-01,15:30:16.860000
M,45,0061,20,2010-04-01,15:12:50.813000,45,2010-04-01,15:25:58.710000
M,41,0583,1,2010-04-01,15:13:21.010000,4,2010-04-01,15:21:55.630000
M,40,0123,61,2010-04-01,15:13:25.150000,71,2010-04-01,15:38:40.947000
M,29,0167,54,2010-04-01,15:13:42.647000,78,2010-04-01,15:26:05.227000
F,26,0093,58,2010-04-01,15:13:54.067000,69,2010-04-01,15:22:50.717000
F,32,0933,58,2010-04-01,15:14:05.693000,69,2010-04-01,15:19:35.177000
M,27,0357,37,2010-04-01,15:14:12.473000,64,2010-04-01,15:20:46.553000
F,24,0714,31,2010-04-01,15:15:51.170000,7,2010-04-01,15:33:41.940000
M,25,0698,31,2010-04-01,15:16:03.793000,7,2010-04-01,15:33:29.643000
M,26,1178,50,2010-04-01,15:20:41.800000,27,2010-04-01,15:31:58.787000
M,26,0835,2,2010-04-01,15:21:27.237000,34,2010-04-01,15:30:33.653000
M,24,0425,64,2010-04-01,15:28:20.857000,36,2010-04-01,15:37:05.067000
F,29,0166,72,2010-04-01,15:31:01.717000,78,2010-04-01,15:41:12.307000
